Order,PID,1st Flr SF,1st Flr SF (box-cox-0),2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Electrical,Enclosed Porch,Fence,Fireplace Qu,Fireplaces,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Gr Liv Area,Gr Liv Area (box-cox-0),Half Bath,Kitchen AbvGr,Kitchen Qual,Land Slope,Lot Area,Lot Area (box-cox-0.1),Lot Shape,Low Qual Fin SF,Mas Vnr Area,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Screen Porch,TotRms AbvGrd,Total Bath,Total Bsmt SF,Total Porch SF,Total SF,Total SF (box-cox-0.2),Utilities,Wood Deck SF,abnormal_sale,air_cond,build_type_1Fam,build_type_2Fam,build_type_Twnhs,found_BrkTil,found_CBlock,found_PConc,has 2nd Flr,has Bsmt,has Fireplace,has Garage,has Pool,has Porch,major_street,new_home,nhood_Blmngtn,nhood_Blueste,nhood_BrDale,nhood_BrkSide,nhood_ClearCr,nhood_CollgCr,nhood_Crawfor,nhood_Edwards,nhood_Gilbert,nhood_Greens,nhood_GrnHill,nhood_IDOTRR,nhood_Landmrk,nhood_MeadowV,nhood_Mitchel,nhood_NPkVill,nhood_NWAmes,nhood_Names,nhood_NoRidge,nhood_NridgHt,nhood_OldTown,nhood_SWISU,nhood_Sawyer,nhood_SawyerW,nhood_Somerst,nhood_StoneBr,nhood_Timber,nhood_Veenker,park,partial_sale,railway,recently_built,recently_remodeled,remodeled,years_since_built,years_since_remodeled,SalePrice,SalePrice (box-cox-0)
801,906201050,1338.0,7.198931240688173,0.0,0.0,2,TA,Av,0,0,Gd,0.0,70.0,450.0,Rec,GLQ,SBrkr,0.0,NA,Po,1,1,Min2,576.0,2,TA,Unf,TA,1338.0,7.198931240688173,1,1,Gd,Gtl,19255.0,16.819726967498177,IR1,0.0,100.0,600.0,9,0.0,5,6,Y,0.0,NA,0.0,5,1.5,520.0,0.0,1858.0,17.53093145146562,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,156500.0,11.960811288962345
802,906201130,1496.0,7.310550158534422,636.0,0.0,1,TA,Gd,1,0,Gd,55.0,1441.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,1,Min2,612.0,2,TA,Fin,Gd,2132.0,7.664815785285735,1,1,Gd,Mod,12327.0,15.64990373912718,IR1,0.0,0.0,0.0,9,40.0,8,8,Y,0.0,NA,0.0,5,2.5,1496.0,389.0,3628.0,20.757485262696555,AllPub,349.0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,26,0,316600.0,12.66539442642905
803,906203120,2196.0,7.694392802629421,0.0,0.0,3,TA,Mn,0,0,Gd,1496.0,485.0,177.0,ALQ,BLQ,SBrkr,0.0,NA,TA,1,2,Typ,701.0,3,TA,RFn,TA,2196.0,7.694392802629421,0,1,Gd,Gtl,14684.0,16.102640230148054,IR1,0.0,234.0,0.0,6,70.0,7,7,Y,0.0,NA,0.0,7,2.0,2158.0,154.0,4354.0,21.71453931403609,AllPub,84.0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19,18,271900.0,12.513189630620563
804,906223060,1006.0,6.913737350659685,769.0,0.0,3,TA,No,1,0,Gd,227.0,513.0,0.0,ALQ,Unf,SBrkr,192.0,NA,TA,1,2,Typ,425.0,2,TA,Unf,TA,1775.0,7.4815557019095165,1,1,Gd,Gtl,9317.0,14.94178949640767,Reg,0.0,137.0,0.0,7,72.0,5,7,Y,0.0,NA,0.0,7,3.5,740.0,498.0,2515.0,18.93743445921481,AllPub,234.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,213000.0,12.269047444691562
805,906223080,1079.0,6.983789965258135,800.0,0.0,3,Gd,No,1,0,Gd,605.0,474.0,0.0,GLQ,Unf,SBrkr,144.0,MnPrv,TA,1,2,Typ,473.0,2,TA,RFn,TA,1879.0,7.538494999413465,1,1,Gd,Gtl,10560.0,15.256106011382883,Reg,0.0,0.0,0.0,8,100.0,5,7,Y,0.0,NA,0.0,8,3.5,1079.0,644.0,2958.0,19.7268980523522,AllPub,400.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,15,239900.0,12.387977448827787
806,906223210,1142.0,7.040536390215956,878.0,0.0,3,TA,No,0,0,Gd,544.0,584.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,466.0,2,TA,RFn,TA,2020.0,7.61085279039525,1,1,Gd,Gtl,9828.0,15.0753217772567,IR1,0.0,0.0,0.0,6,155.0,5,8,Y,0.0,NA,0.0,8,2.5,1128.0,155.0,3148.0,20.036692136774764,AllPub,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,239500.0,12.386308695833106
807,906226060,1288.0,7.160845906664299,728.0,0.0,4,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,SBrkr,0.0,NA,TA,1,1,Mod,576.0,2,TA,Unf,TA,2016.0,7.60887062919126,0,1,TA,Gtl,26400.0,17.67963714963221,Reg,0.0,0.0,0.0,6,0.0,7,5,P,0.0,NA,0.0,7,1.0,0.0,0.0,2016.0,17.901720489235824,AllPub,0.0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,129,2,131000.0,11.782952602183288
808,906226070,1535.0,7.336285660021297,0.0,0.0,4,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,SBrkr,0.0,NA,NA,0,2,Typ,410.0,2,TA,Unf,TA,1535.0,7.336285660021297,0,2,TA,Gtl,7018.0,14.244952432594275,Reg,0.0,0.0,0.0,6,0.0,5,5,Y,0.0,NA,0.0,8,2.0,0.0,0.0,1535.0,16.686610542974574,AllPub,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,118964.0,11.686576205316552
809,906226080,1224.0,7.1098794630722715,0.0,0.0,2,TA,Av,2,0,Gd,0.0,1086.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,2,0,Typ,528.0,2,TA,Unf,TA,1224.0,7.1098794630722715,2,2,TA,Gtl,7018.0,14.244952432594275,Reg,0.0,275.0,0.0,6,0.0,5,5,Y,0.0,NA,0.0,6,3.0,1086.0,120.0,2310.0,18.53381853227387,AllPub,120.0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,153337.0,11.940393392554734
810,906226090,1114.0,7.01571242048723,1114.0,0.0,6,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,SBrkr,0.0,NA,NA,0,2,Typ,720.0,2,TA,Unf,TA,2228.0,7.708859601047175,0,2,TA,Gtl,7018.0,14.244952432594275,Reg,0.0,0.0,0.0,6,0.0,5,5,Y,0.0,NA,0.0,8,2.0,0.0,73.0,2228.0,18.364314398974642,AllPub,73.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,147983.0,11.904852681283913
811,906226100,1535.0,7.336285660021297,0.0,0.0,4,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,SBrkr,0.0,GdPrv,NA,0,2,Typ,400.0,2,TA,Unf,TA,1535.0,7.336285660021297,0,2,TA,Gtl,7018.0,14.244952432594275,Reg,0.0,0.0,0.0,6,0.0,5,5,Y,0.0,NA,0.0,8,2.0,0.0,0.0,1535.0,16.686610542974574,AllPub,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,118858.0,11.685684782260491
812,906226110,1535.0,7.336285660021297,0.0,0.0,4,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,SBrkr,0.0,NA,NA,0,2,Typ,400.0,2,TA,Unf,TA,1535.0,7.336285660021297,0,2,TA,Gtl,7018.0,14.244952432594275,Reg,0.0,0.0,0.0,6,0.0,5,5,Y,0.0,NA,0.0,8,2.0,0.0,0.0,1535.0,16.686610542974574,AllPub,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,118858.0,11.685684782260491
813,906226120,1120.0,7.02108396428914,1120.0,0.0,6,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,SBrkr,0.0,NA,NA,0,2,Typ,528.0,2,TA,Unf,TA,2240.0,7.7142311448490855,0,2,TA,Gtl,7018.0,14.244952432594275,Reg,0.0,0.0,0.0,6,0.0,5,5,Y,0.0,NA,0.0,12,2.0,0.0,154.0,2240.0,18.389428374280204,AllPub,154.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,142953.0,11.870271183889114
814,906226130,1229.0,7.113956109566034,0.0,0.0,2,TA,Av,2,0,Gd,0.0,1094.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,2,0,Typ,672.0,2,TA,Unf,TA,1229.0,7.113956109566034,2,2,Gd,Gtl,7040.0,14.252542030975919,Reg,0.0,216.0,0.0,6,0.0,5,5,Y,0.0,NA,0.0,6,3.0,1094.0,120.0,2323.0,18.5602473861238,AllPub,120.0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,148325.0,11.907161091126843
815,906226140,1513.0,7.321849713788356,0.0,0.0,4,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,SBrkr,0.0,NA,NA,0,2,Typ,400.0,2,TA,Unf,TA,1513.0,7.321849713788356,0,2,TA,Gtl,7007.0,14.241149600290317,Reg,0.0,0.0,0.0,6,0.0,5,5,Y,0.0,NA,0.0,8,2.0,0.0,0.0,1513.0,16.624087495586938,AllPub,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,113722.0,11.641512152666213
816,906230010,1168.0,7.0630481633881725,1619.0,0.0,6,TA,No,2,0,Ex,348.0,820.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,2,4,Typ,820.0,4,TA,Fin,TA,2787.0,7.932721027481948,2,2,TA,Gtl,11855.0,15.549955956801886,Reg,0.0,23.0,0.0,10,0.0,5,7,Y,0.0,NA,0.0,8,7.0,1168.0,312.0,3955.0,21.205913423172678,AllPub,312.0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,9,269500.0,12.504323669331189
817,906230020,1168.0,7.0630481633881725,1619.0,0.0,6,TA,No,2,0,Ex,348.0,820.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,2,4,Typ,820.0,4,TA,Fin,TA,2787.0,7.932721027481948,2,2,TA,Gtl,7939.0,14.545765463875489,Reg,0.0,23.0,0.0,10,0.0,5,7,Y,0.0,NA,0.0,8,7.0,1168.0,312.0,3955.0,21.205913423172678,AllPub,312.0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,9,269500.0,12.504323669331189
818,906230030,1168.0,7.0630481633881725,1619.0,0.0,6,TA,No,2,0,Ex,348.0,820.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,2,4,Typ,820.0,4,TA,Fin,TA,2787.0,7.932721027481948,2,2,TA,Gtl,7976.0,14.557181186568465,Reg,0.0,23.0,0.0,10,0.0,5,7,Y,0.0,NA,0.0,8,7.0,1168.0,312.0,3955.0,21.205913423172678,AllPub,312.0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,9,269500.0,12.504323669331189
819,906340100,1680.0,7.426549072397305,0.0,0.0,1,TA,Gd,1,0,Ex,534.0,1021.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,1,Typ,1138.0,3,TA,Fin,TA,1680.0,7.426549072397305,1,1,Ex,Gtl,10933.0,15.34392850735009,Reg,0.0,242.0,0.0,7,24.0,5,9,Y,0.0,NA,0.0,8,2.5,1555.0,209.0,3235.0,20.173573001019694,AllPub,185.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,323262.0,12.686218418914901
820,906340110,1718.0,7.4489161025442,0.0,0.0,3,TA,Gd,1,0,Ex,417.0,1288.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,826.0,3,TA,RFn,TA,1718.0,7.4489161025442,0,1,Gd,Gtl,10637.0,15.274461772398737,Reg,0.0,336.0,0.0,9,44.0,5,8,Y,0.0,NA,0.0,7,3.0,1705.0,252.0,3423.0,20.459588748218412,AllPub,208.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,297000.0,12.601487417784837
821,906340120,1630.0,7.396335293800808,0.0,0.0,3,TA,Gd,1,0,Ex,1622.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,860.0,3,TA,RFn,TA,1630.0,7.396335293800808,0,1,Ex,Gtl,10226.0,15.175063742007898,IR1,0.0,270.0,0.0,1,42.0,5,8,Y,0.0,NA,0.0,8,3.0,1622.0,214.0,3252.0,20.199975103678927,AllPub,172.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,295493.0,12.596400426884427
822,906340130,1720.0,7.450079569807499,0.0,0.0,3,TA,Gd,1,0,Ex,616.0,1104.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,846.0,3,TA,RFn,TA,1720.0,7.450079569807499,0,1,Ex,Gtl,10816.0,15.316675083159671,IR1,0.0,364.0,0.0,11,104.0,5,9,Y,0.0,NA,0.0,8,3.0,1720.0,312.0,3440.0,20.484827179552635,AllPub,208.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,332000.0,12.712890247898626
823,906378110,1468.0,7.291656209174461,0.0,0.0,3,TA,Av,0,0,Gd,1468.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,904.0,3,TA,RFn,TA,1468.0,7.291656209174461,0,1,Gd,Gtl,9178.0,14.904326726441006,Reg,0.0,0.0,0.0,6,142.0,5,8,Y,0.0,NA,0.0,6,2.0,1468.0,334.0,2936.0,19.69000708662095,AllPub,192.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,239900.0,12.387977448827787
824,906380050,866.0,6.763884908562435,902.0,0.0,3,TA,Av,0,0,Gd,846.0,20.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,578.0,2,TA,RFn,TA,1768.0,7.477604243197589,1,1,Gd,Gtl,10769.0,15.305652367788824,IR1,0.0,0.0,0.0,4,105.0,5,8,Y,0.0,NA,0.0,7,2.5,866.0,249.0,2634.0,19.159790191318667,AllPub,144.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,212000.0,12.26434155365415
825,906380060,1838.0,7.516433302915632,0.0,0.0,3,TA,Av,1,0,Ex,479.0,1359.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,2,2,Typ,524.0,2,TA,RFn,TA,1838.0,7.516433302915632,0,1,Gd,Gtl,11422.0,15.455065306470267,IR1,0.0,352.0,0.0,4,222.0,5,8,Y,0.0,NA,0.0,7,3.0,1838.0,376.0,3676.0,20.82528392480049,AllPub,154.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,272500.0,12.515393893085436
826,906380100,1800.0,7.495541943884256,0.0,0.0,2,TA,No,0,0,Ex,1800.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,702.0,2,TA,Fin,TA,1800.0,7.495541943884256,0,1,Ex,Gtl,11923.0,15.56457365969805,IR1,0.0,0.0,0.0,5,136.0,5,9,Y,0.0,NA,0.0,7,2.0,1800.0,424.0,3600.0,20.71760398377521,AllPub,288.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,239000.0,12.384218830913648
827,906380130,1604.0,7.38025578842646,0.0,0.0,3,TA,No,1,0,Gd,270.0,1334.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,660.0,2,TA,RFn,TA,1604.0,7.38025578842646,1,1,Gd,Gtl,8814.0,14.803747671347516,Reg,0.0,180.0,0.0,3,110.0,5,7,Y,0.0,NA,0.0,8,3.5,1604.0,233.0,3208.0,20.131411206627433,AllPub,123.0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,220000.0,12.301382825334498
828,906380210,1290.0,7.162397497355718,0.0,0.0,2,TA,Av,1,0,Gd,380.0,902.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,662.0,2,TA,RFn,TA,1290.0,7.162397497355718,0,1,Gd,Gtl,6762.0,14.15502640902519,Reg,0.0,0.0,0.0,5,0.0,5,7,Y,0.0,NA,0.0,6,3.0,1282.0,168.0,2572.0,19.04496765411011,AllPub,168.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,200000.0,12.206072645530174
829,906380220,1254.0,7.134093721192866,0.0,0.0,2,TA,Av,1,0,Gd,382.0,872.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,810.0,3,TA,RFn,TA,1254.0,7.134093721192866,0,1,Gd,Gtl,10324.0,15.199086631477892,IR1,0.0,140.0,0.0,3,92.0,5,8,Y,0.0,NA,0.0,5,3.0,1254.0,260.0,2508.0,18.924094586169648,AllPub,168.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,221800.0,12.309531353898404
830,906392070,1232.0,7.116394144093465,0.0,0.0,2,TA,Av,1,0,Gd,508.0,724.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,632.0,2,TA,RFn,TA,1232.0,7.116394144093465,0,1,Gd,Gtl,7314.0,14.345320460951143,Reg,0.0,82.0,0.0,2,0.0,5,7,Y,0.0,NA,0.0,6,3.0,1232.0,132.0,2464.0,18.839555034548997,AllPub,132.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,194500.0,12.178187442040638
831,906392110,1498.0,7.311886164077165,0.0,0.0,3,TA,Gd,0,0,Ex,1474.0,24.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,844.0,3,TA,Fin,TA,1498.0,7.311886164077165,0,1,Gd,Gtl,11645.0,15.504331773953606,Reg,0.0,76.0,0.0,3,98.0,5,8,Y,0.0,NA,0.0,7,2.0,1498.0,242.0,2996.0,19.790104993666894,AllPub,144.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,237000.0,12.375815420117268
832,906392130,704.0,6.556778356158042,718.0,0.0,3,TA,Av,0,0,Gd,704.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,440.0,2,TA,Fin,TA,1422.0,7.259819610363186,1,1,Gd,Gtl,11646.0,15.504550780791376,IR1,0.0,0.0,0.0,7,28.0,5,6,Y,0.0,NA,0.0,7,2.5,704.0,64.0,2126.0,18.146357487837427,AllPub,36.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,173000.0,12.061046873479915
833,906402060,1644.0,7.404887575616125,0.0,0.0,2,TA,Gd,1,1,Gd,0.0,1518.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,569.0,2,TA,Fin,TA,1644.0,7.404887575616125,0,1,Gd,Mod,12800.0,15.74666587090448,Reg,0.0,145.0,0.0,8,0.0,5,7,Y,0.0,NA,396.0,5,3.5,1518.0,476.0,3162.0,20.058921604196474,AllPub,80.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,275000.0,12.524526376648708
834,906426210,944.0,6.8501261661455,815.0,0.0,3,TA,Av,1,0,Gd,649.0,800.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,525.0,2,TA,Unf,TA,1759.0,7.472500744737558,1,1,Gd,Mod,16698.0,16.44030409046133,IR1,0.0,0.0,0.0,6,193.0,5,7,Y,0.0,NA,0.0,7,3.5,1449.0,343.0,3208.0,20.131411206627433,AllPub,150.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,233500.0,12.360937356091089
835,906475070,1160.0,7.05617528410041,966.0,0.0,3,Gd,Gd,0,1,TA,0.0,249.0,764.0,LwQ,ALQ,SBrkr,0.0,NA,NA,0,2,Min2,538.0,2,TA,Fin,TA,2126.0,7.661997558901893,1,1,TA,Sev,28698.0,17.911627667579573,IR2,0.0,0.0,0.0,6,0.0,5,5,Y,0.0,NA,225.0,7,3.0,1013.0,711.0,3139.0,20.022359966761247,AllPub,486.0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,185000.0,12.128111104060462
836,907126010,1040.0,6.946975992135418,0.0,0.0,3,TA,No,1,0,Gd,308.0,732.0,0.0,GLQ,Unf,SBrkr,0.0,GdPrv,NA,0,1,Typ,576.0,2,TA,Unf,TA,1040.0,6.946975992135418,0,1,Gd,Mod,12464.0,15.678268994795461,IR2,0.0,0.0,0.0,11,0.0,5,5,Y,0.0,NA,0.0,6,2.0,1040.0,168.0,2080.0,18.045316198021403,AllPub,168.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,152000.0,11.931635799828413
837,907126050,990.0,6.897704943128636,0.0,0.0,3,TA,No,1,0,TA,235.0,755.0,0.0,ALQ,Unf,SBrkr,0.0,NA,NA,0,1,Typ,440.0,1,TA,RFn,TA,990.0,6.897704943128636,0,1,TA,Mod,9757.0,15.057147558416343,Reg,0.0,0.0,0.0,10,0.0,7,5,Y,0.0,NA,92.0,5,2.0,990.0,158.0,1980.0,17.819338063879105,AllPub,66.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,143000.0,11.870599909242044
838,907130100,928.0,6.833031732786201,836.0,0.0,3,TA,No,1,0,Gd,107.0,821.0,0.0,GLQ,Unf,SBrkr,0.0,MnPrv,NA,0,2,Typ,470.0,2,TA,RFn,TA,1764.0,7.475339236566737,1,1,Gd,Gtl,15426.0,16.231633308086852,IR1,0.0,0.0,0.0,8,99.0,5,6,Y,0.0,NA,0.0,7,3.5,928.0,375.0,2692.0,19.265263706897624,AllPub,276.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,231500.0,12.352335152508426
